nome_do_arquivo;classe_detectada;pontuacao_de_confianca;coordenadas_caixa
image_001.jpg;suitcase;0.36606454849243164;[246.80613708496094, 164.85092163085938, 323.6622314453125, 253.86817932128906]
image_001.jpg;backpack;0.30979055166244507;[246.99447631835938, 165.07644653320312, 323.8072204589844, 253.9275360107422]
image_002.jpg;person;0.8139817118644714;[268.5579528808594, 136.14761352539062, 296.8755187988281, 180.1973114013672]
image_002.jpg;person;0.6438153982162476;[301.5988464355469, 141.07667541503906, 336.9169921875, 220.44900512695312]
image_002.jpg;backpack;0.315981388092041;[245.7872314453125, 164.7324981689453, 322.9305725097656, 254.11154174804688]
image_002.jpg;suitcase;0.2756724953651428;[219.6488037109375, 195.8010711669922, 241.39932250976562, 217.45729064941406]
image_003.jpg;person;0.7884215116500854;[231.1242218017578, 133.78956604003906, 260.4640197753906, 214.3271942138672]
image_003.jpg;backpack;0.4708843529224396;[47.28971481323242, 182.00320434570312, 122.08257293701172, 268.72601318359375]
image_003.jpg;suitcase;0.44174981117248535;[245.26222229003906, 165.1405487060547, 323.7743225097656, 254.16360473632812]
image_003.jpg;person;0.43897950649261475;[300.82489013671875, 134.1085968017578, 335.9438171386719, 202.85780334472656]
image_003.jpg;suitcase;0.26880699396133423;[219.78248596191406, 195.14743041992188, 241.30287170410156, 217.5670928955078]
image_004.jpg;person;0.8100169897079468;[144.2760772705078, 82.94837188720703, 286.9478454589844, 248.99612426757812]
image_004.jpg;person;0.7599484920501709;[214.9468994140625, 129.32620239257812, 258.4921875, 217.45166015625]
image_004.jpg;backpack;0.3624674677848816;[245.71640014648438, 164.6385955810547, 322.8517150878906, 253.7987518310547]
image_004.jpg;suitcase;0.3594129681587219;[245.75157165527344, 164.57504272460938, 322.85687255859375, 253.77967834472656]
image_004.jpg;suitcase;0.25757405161857605;[223.68858337402344, 194.884521484375, 241.6266632080078, 218.16790771484375]
image_005.jpg;person;0.8601609468460083;[120.54458618164062, 106.7245101928711, 176.42465209960938, 231.30470275878906]
image_005.jpg;person;0.8520275354385376;[239.8833465576172, 94.90098571777344, 300.7383728027344, 215.46595764160156]
image_005.jpg;suitcase;0.690548837184906;[87.87403106689453, 174.96112060546875, 147.98934936523438, 256.685791015625]
image_005.jpg;backpack;0.686599612236023;[265.2923583984375, 169.58229064941406, 338.6598205566406, 261.2141418457031]
image_005.jpg;suitcase;0.3338485360145569;[219.81822204589844, 195.3543243408203, 241.36947631835938, 217.42745971679688]
image_005.jpg;suitcase;0.3232825994491577;[212.70968627929688, 274.4637145996094, 272.9483337402344, 368.91668701171875]
image_006.jpg;person;0.8919403553009033;[256.5814514160156, 88.5299072265625, 322.9470520019531, 182.13356018066406]
image_006.jpg;person;0.847971498966217;[115.1305160522461, 112.43476104736328, 176.4364776611328, 230.35850524902344]
image_006.jpg;suitcase;0.7774756550788879;[81.93612670898438, 171.70970153808594, 148.99473571777344, 263.5744934082031]
image_006.jpg;backpack;0.5508161783218384;[259.4496154785156, 172.9693603515625, 335.5220031738281, 263.279541015625]
image_006.jpg;suitcase;0.3410494327545166;[219.6636962890625, 194.93760681152344, 241.2744903564453, 217.38092041015625]
image_007.jpg;person;0.8861020803451538;[167.89576721191406, 124.25899505615234, 209.967529296875, 221.8126983642578]
image_007.jpg;person;0.8820580840110779;[261.7099304199219, 90.15290832519531, 309.6932067871094, 181.9950714111328]
image_007.jpg;backpack;0.7267569899559021;[258.1846618652344, 172.48568725585938, 336.2583923339844, 263.3685302734375]
image_007.jpg;backpack;0.5230018496513367;[65.50021362304688, 167.69126892089844, 146.10641479492188, 274.7794189453125]
image_007.jpg;person;0.26943841576576233;[306.1190490722656, 134.2739715576172, 332.5916748046875, 172.6321258544922]
image_008.jpg;person;0.6467392444610596;[243.73878479003906, 132.90606689453125, 286.6377868652344, 191.5410919189453]
image_008.jpg;person;0.5017719864845276;[301.6430969238281, 138.65423583984375, 333.0282897949219, 176.56863403320312]
image_008.jpg;backpack;0.4867287278175354;[258.3999328613281, 171.3402099609375, 335.4919738769531, 263.5906982421875]
image_008.jpg;backpack;0.47272324562072754;[64.99761962890625, 167.92373657226562, 167.78204345703125, 275.0209655761719]
image_008.jpg;handbag;0.45853230357170105;[64.63912963867188, 167.8142852783203, 168.80606079101562, 275.02215576171875]
image_008.jpg;suitcase;0.3808572590351105;[219.82839965820312, 195.18173217773438, 241.14622497558594, 217.3826904296875]
image_009.jpg;backpack;0.6334728598594666;[258.5679931640625, 173.3140106201172, 334.5559387207031, 263.3072204589844]
image_009.jpg;person;0.6311424970626831;[257.98828125, 133.5720977783203, 285.54156494140625, 193.044189453125]
image_009.jpg;person;0.6175596714019775;[302.84271240234375, 137.78549194335938, 331.7571105957031, 177.89573669433594]
image_009.jpg;suitcase;0.44458460807800293;[219.77435302734375, 195.4809112548828, 241.19296264648438, 217.5565643310547]
image_009.jpg;backpack;0.43505409359931946;[65.96199035644531, 168.09352111816406, 168.04910278320312, 274.9255676269531]
image_009.jpg;suitcase;0.26389819383621216;[258.5266418457031, 171.16343688964844, 334.56805419921875, 262.8869934082031]
image_010.jpg;backpack;0.755641758441925;[258.03009033203125, 173.4507293701172, 334.9669494628906, 263.7240905761719]
image_010.jpg;backpack;0.6248457431793213;[65.03450012207031, 168.0016326904297, 168.11080932617188, 274.95947265625]
image_010.jpg;suitcase;0.44624754786491394;[219.8567352294922, 195.11187744140625, 241.35328674316406, 217.3528594970703]
image_010.jpg;person;0.33880937099456787;[188.73858642578125, 173.70469665527344, 210.28956604003906, 209.90347290039062]
image_011.jpg;person;0.7276574373245239;[227.6056671142578, 145.18560791015625, 254.85931396484375, 212.84042358398438]
image_011.jpg;backpack;0.7271355986595154;[65.052490234375, 167.88284301757812, 167.8367919921875, 274.765380859375]
image_011.jpg;backpack;0.5938069820404053;[257.3338928222656, 171.71096801757812, 335.5340270996094, 263.59747314453125]
